IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,CUB,Cuba,Year,2014,false,Education Level,None,NHLM,,,,,,,EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,CUB,Cuba,Year,2014,false,Education Level,Primary,PRLM,,,,,,,EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,CUB,Cuba,Year,2014,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2014,true,Education Level,None,NHLM,,,,,,,EQ_MICS,MICS,,,,,,,,No data,827,Not reported - Estimate is based on fewer than 125 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2014,true,Education Level,None,NHLM,,,,,,,EQ_MICS,MICS,,,,,,,,No data,827,Not reported - Estimate is based on fewer than 125 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,GUY,Guyana,Year,2014,false,Education Level,None,NHLM,,,,,,,EQ_MICS,MICS,,,,,,,,No data,827,Not reported - Estimate is based on fewer than 125 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2014,false,Education Level,None,NHLM,,,,,,,EQ_MICS,MICS,,,,,,,,No data,827,Not reported - Estimate is based on fewer than 125 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2014,false,Education Level,Primary,PRLM,,,,,,,EQ_MICS,MICS,,,,,,,,No data,827,Not reported - Estimate is based on fewer than 125 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,LSO,Lesotho,Year,2014,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,,,,,,,No data,827,Not reported - Estimate is based on fewer than 125 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,PER,Peru,Year,2014,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,,,,,,,No data,827,Not reported - Estimate is based on fewer than 125 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2014,false,Education Level,None,NHLM,,,,,,,EQ_MICS,MICS,,,,,,,,No data,827,Not reported - Estimate is based on fewer than 125 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EUR,Europe,Country,SRB,Serbia,Year,2014,false,Education Level,None,NHLM,,,,,,,EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EUR,Europe,Country,SRB,Serbia,Year,2014,false,Education Level,Primary,PRLM,,,,,,,EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EUR,Europe,Country,SRB,Serbia,Year,2014,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2014,false,Education Level,None,NHLM,,,,,,,EQ_MICS,MICS,,,,,,,,No data,827,Not reported - Estimate is based on fewer than 125 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2013,true,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,100.4,,,72.7,,137,100.4 [72.7 – 137],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2013,false,Education Level,Primary,PRLM,,,,,,,EQ_MICS,MICS,,100.6,,,64.5,,153.6,100.6 [64.5 – 153.6],,Attention - Estimate is based on 125-249 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2013,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,100.6,,,87.4,,115.5,100.6 [87.4 – 115.5],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2013,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,101.4,,,82.48,,124.1,101.4 [82.48 – 124.1],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2013,true,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,104.1,,,93.4,,115.8,104.1 [93.4 – 115.8],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,GMB,Gambia,Year,2013,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,105.4,,,80.43,,136.8,105.4 [80.43 – 136.8],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,LBR,Liberia,Year,2013,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,106.5,,,80.83,,139.2,106.5 [80.83 – 139.2],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2013,true,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,107.9,,,68.88,,165.2,107.9 [68.88 – 165.2],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2013,true,Education Level,None,NHLM,,,,,,,EQ_MICS,MICS,,127.5,,,90.32,,177.1,127.5 [90.32 – 177.1],,Attention - Estimate is based on 125-249 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,NAM,Namibia,Year,2013,true,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,134.1,,,81.08,,213.7,134.1 [81.08 – 213.7],,Attention - Estimate is based on 125-249 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2013,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,144.7,,,116,,179,144.7 [116 – 179],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2013,true,Education Level,Primary,PRLM,,,,,,,EQ_MICS,MICS,,148.3,,,108.3,,199.7,148.3 [108.3 – 199.7],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,TGO,Togo,Year,2013,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,152.1,,,117.5,,194.7,152.1 [117.5 – 194.7],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,NAM,Namibia,Year,2013,true,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,153.2,,,119.5,,194.3,153.2 [119.5 – 194.3],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,GMB,Gambia,Year,2013,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,153.9,,,140,,168.9,153.9 [140 – 168.9],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,LBR,Liberia,Year,2013,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,167,,,139.7,,198.3,167 [139.7 – 198.3],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2013,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,168.4,,,134.9,,208.1,168.4 [134.9 – 208.1],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2013,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,173,,,149.9,,198.8,173 [149.9 – 198.8],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2013,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,176.7,,,136.4,,225.8,176.7 [136.4 – 225.8],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,MWI,Malawi,Year,2013,false,Education Level,Primary,PRLM,,,,,,,EQ_MICS,MICS,,177.6,,,170.4,,185.1,177.6 [170.4 – 185.1],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,PER,Peru,Year,2013,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,177.9,,,143.4,,218.5,177.9 [143.4 – 218.5],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2013,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,185.2,,,161.6,,211.3,185.2 [161.6 – 211.3],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2013,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,187.3,,,145,,238.5,187.3 [145 – 238.5],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2013,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,190.1,,,176.4,,204.6,190.1 [176.4 – 204.6],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2013,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,216.4,,,189.8,,245.7,216.4 [189.8 – 245.7],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2013,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,225.7,,,195.1,,259.5,225.7 [195.1 – 259.5],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,MWI,Malawi,Year,2013,false,Education Level,None,NHLM,,,,,,,EQ_MICS,MICS,,227.1,,,200.6,,256,227.1 [200.6 – 256],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,LBR,Liberia,Year,2013,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,227.1,,,201.2,,255.2,227.1 [201.2 – 255.2],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2013,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,247.6,,,178.5,,332.6,247.6 [178.5 – 332.6],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2013,true,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,25.21,,,20.92,,30.34,25.21 [20.92 – 30.34],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2013,true,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,27.67,,,22,,34.76,27.67 [22 – 34.76],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2013,true,Education Level,Secondary or higher,SHLM,,,,,,,EQ_MICS,MICS,,34.4,,,29.05,,40.69,34.4 [29.05 – 40.69],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2013,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_MICS,MICS,,36.05,,,31.64,,41.05,36.05 [31.64 – 41.05],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,TGO,Togo,Year,2013,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,43.53,,,35.44,,53.36,43.53 [35.44 – 53.36],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,GMB,Gambia,Year,2013,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,48.93,,,36.63,,65.08,48.93 [36.63 – 65.08],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2013,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,49.68,,,45.38,,54.36,49.68 [45.38 – 54.36],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2013,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,51.48,,,45.61,,58.06,51.48 [45.61 – 58.06],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,PER,Peru,Year,2013,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,56.48,,,50.29,,63.37,56.48 [50.29 – 63.37],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,NAM,Namibia,Year,2013,true,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,64.27,,,55.5,,74.31,64.27 [55.5 – 74.31],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,MWI,Malawi,Year,2013,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_MICS,MICS,,66.51,,,59.4,,74.42,66.51 [59.4 – 74.42],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2013,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,68.7,,,57.12,,82.43,68.7 [57.12 – 82.43],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2013,true,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,81.22,,,70.33,,93.62,81.22 [70.33 – 93.62],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2013,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,87.52,,,73.61,,103.8,87.52 [73.61 – 103.8],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,TGO,Togo,Year,2013,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,95.86,,,81.68,,112.2,95.86 [81.68 – 112.2],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2013,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,,,,,,,No data,827,Not reported - Estimate is based on fewer than 125 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2013,false,Education Level,None,NHLM,,,,,,,EQ_MICS,MICS,,,,,,,,No data,827,Not reported - Estimate is based on fewer than 125 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EUR,Europe,Country,MNE,Montenegro,Year,2013,false,Education Level,None,NHLM,,,,,,,EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EUR,Europe,Country,MNE,Montenegro,Year,2013,false,Education Level,Primary,PRLM,,,,,,,EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EUR,Europe,Country,MNE,Montenegro,Year,2013,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,PAN,Panama,Year,2013,true,Education Level,None,NHLM,,,,,,,EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,PAN,Panama,Year,2013,true,Education Level,Primary,PRLM,,,,,,,EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,PAN,Panama,Year,2013,true,Education Level,Secondary or higher,SHLM,,,,,,,EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,PER,Peru,Year,2013,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,,,,,,,No data,827,Not reported - Estimate is based on fewer than 125 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2013,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,,,,,,,No data,827,Not reported - Estimate is based on fewer than 125 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,HTI,Haiti,Year,2012,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,103.6,,,93.03,,115.3,103.6 [93.03 – 115.3],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2012,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,11.88,,,1.83,,73.17,11.88 [1.83 – 73.17],,Attention - Estimate is based on 125-249 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2012,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,113.4,,,93.71,,136.6,113.4 [93.71 – 136.6],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,SEN,Senegal,Year,2012,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,132.1,,,107.7,,161,132.1 [107.7 – 161],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,COM,Comoros,Year,2012,true,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,134.3,,,97.51,,182.1,134.3 [97.51 – 182.1],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,HTI,Haiti,Year,2012,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,154.8,,,99.45,,233,154.8 [99.45 – 233],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,PER,Peru,Year,2012,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,156.3,,,128.1,,189.4,156.3 [128.1 – 189.4],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,COM,Comoros,Year,2012,true,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,158.6,,,110.1,,223.1,158.6 [110.1 – 223.1],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,GIN,Guinea,Year,2012,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,160.1,,,126.1,,201.2,160.1 [126.1 – 201.2],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,MLI,Mali,Year,2012,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,189.5,,,148.2,,239.1,189.5 [148.2 – 239.1],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2012,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,19.71,,,15.32,,25.33,19.71 [15.32 – 25.33],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,NER,Niger,Year,2012,true,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,201.8,,,162.3,,248.1,201.8 [162.3 – 248.1],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,GIN,Guinea,Year,2012,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,201.9,,,188.5,,216,201.9 [188.5 – 216],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,GAB,Gabon,Year,2012,true,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,204.6,,,81.97,,425.6,204.6 [81.97 – 425.6],,Attention - Estimate is based on 125-249 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,GAB,Gabon,Year,2012,true,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,209.4,,,166.5,,260,209.4 [166.5 – 260],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,MLI,Mali,Year,2012,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,216.6,,,205.7,,227.8,216.6 [205.7 – 227.8],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,NER,Niger,Year,2012,true,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,236.3,,,225.1,,247.8,236.3 [225.1 – 247.8],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2012,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,26.01,,,19.01,,35.5,26.01 [19.01 – 35.5],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,DZA,Algeria,Year,2012,false,Education Level,Primary,PRLM,,,,,,,EQ_MICS,MICS,,27.96,,,20.94,,37.24,27.96 [20.94 – 37.24],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,SEN,Senegal,Year,2012,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,29.57,,,22.25,,39.21,29.57 [22.25 – 39.21],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2012,true,Education Level,Secondary or higher,SHLM,,,,,,,EQ_MICS,MICS,,34.22,,,27.99,,41.77,34.22 [27.99 – 41.77],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2012,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,34.33,,,30.81,,38.24,34.33 [30.81 – 38.24],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,COM,Comoros,Year,2012,true,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,34.45,,,26.33,,44.97,34.45 [26.33 – 44.97],,,EN,2022-05-25T23:00:00.000Z
